Date,X_00060_00003,X_99133_00003
1/13/15,116,18.4
1/14/15,131,18.2
1/15/15,140,17.8
1/16/15,145,17.4
1/17/15,148,17
1/18/15,139,16.6
1/19/15,143,16.1
1/20/15,150,15.6
1/21/15,157,15
1/22/15,156,14.6
1/23/15,150,14.5
1/24/15,150,14.7
1/25/15,157,14.7
1/26/15,164,14.3
1/27/15,166,13.9
1/28/15,155,13.3
1/29/15,148,13.4
1/30/15,126,14
1/31/15,134,14.6
2/1/15,130,14.9
2/2/15,104,15.2
2/3/15,118,16
2/4/15,110,16.7
2/5/15,85.2,17
2/6/15,101,16.9
2/7/15,130,16.3
2/8/15,148,15.7
2/9/15,142,14.9
2/10/15,144,14.1
2/11/15,134,13.7
2/12/15,110,13.9
2/13/15,116,14.4
2/14/15,105,14.5
2/15/15,102,15.1
2/16/15,109,15.3
2/17/15,105,15.1
2/18/15,97.2,15.5
2/19/15,73.3,16
2/20/15,61.4,15.6
2/21/15,68,15.2
2/22/15,64,15.3
2/23/15,60.1,15.5
2/24/15,61.4,14.9
2/25/15,65.4,14.4
2/26/15,58.7,14.5
2/27/15,44.2,14.6
2/28/15,46.8,14.2
3/1/15,52.1,14.3
3/2/15,45,14.5
3/3/15,43.9,14
3/4/15,41.4,13.7
3/5/15,36.3,13.6
3/6/15,44.7,13.4
3/7/15,89,12
3/8/15,216,9.63
3/9/15,439,7.73
3/10/15,558,6.46
3/11/15,439,6.57
3/12/15,368,6.84
3/13/15,344,7.42
3/14/15,250,8.38
3/15/15,207,8.34
3/16/15,189,8.56
3/17/15,170,8.97
3/18/15,147,8.98
3/19/15,144,9.16
3/20/15,145,9.89
3/21/15,142,9.97
3/22/15,135,10.2
3/23/15,132,10.3
3/24/15,140,10.2
3/25/15,206,9.88
3/26/15,245,11.9
3/27/15,227,12.6
3/28/15,219,13
3/29/15,213,13.4
3/30/15,208,13.5
3/31/15,201,13.6
4/1/15,199,13.3
4/2/15,282,12.7
4/3/15,427,14.5
4/4/15,423,15.7
4/5/15,385,16.5
4/6/15,357,16.8
4/7/15,327,16.6
4/8/15,311,16.3
4/9/15,385,15.9
4/10/15,1450,16.6
4/11/15,1960,19.4
4/12/15,1490,19.6
4/13/15,1230,19
4/14/15,1150,18.6
4/15/15,1000,18.8
4/16/15,870,18.6
4/17/15,767,18.5
4/18/15,715,18.1
4/19/15,920,17.2
4/20/15,1780,18.4
4/21/15,1690,19.6
4/22/15,1290,19.5
4/23/15,1040,19.2
4/24/15,932,18.9
4/25/15,866,18.9
4/26/15,760,18.7
4/27/15,680,18.4
4/28/15,630,18.2
4/29/15,598,18.3
4/30/15,563,18.2
5/1/15,529,18.1
5/2/15,508,18
5/3/15,489,17.8
5/4/15,475,17.6
5/5/15,464,17.1
5/6/15,471,17.2
5/7/15,524,17.5
5/8/15,735,17.5
5/9/15,920,18.8
5/10/15,802,19.1
5/11/15,740,18.8
5/12/15,680,18.6
5/13/15,592,18.4
5/14/15,625,17.7
5/15/15,1140,18.7
5/16/15,1390,20.3
5/17/15,1410,19.8
5/18/15,1760,20.5
5/19/15,1430,20.5
5/20/15,1160,20.2
5/21/15,1030,19.8
5/22/15,949,19.7
5/23/15,863,19.7
5/24/15,843,19.3
5/25/15,955,19.2
5/26/15,1110,19.8
5/27/15,1610,20.7
5/28/15,1640,21.8
5/29/15,1350,21.3
5/30/15,1150,21
5/31/15,1030,20.8
6/1/15,928,20.6
6/2/15,854,20.5
6/3/15,800,20.4
6/4/15,741,20.2
6/5/15,673,20
6/6/15,632,19.9
6/7/15,861,19.6
6/8/15,2060,21.8
6/9/15,1910,22.9
6/10/15,1480,22.8
6/11/15,1530,21.2
6/12/15,2500,22.8
6/13/15,2210,23.6
6/14/15,1840,23.3
6/15/15,1780,21.9
6/16/15,1900,22.3
6/17/15,1790,23.1
6/18/15,1450,22.9
6/19/15,1230,22.5
6/20/15,1080,22.3
6/21/15,970,22.1
6/22/15,890,21.7
6/23/15,913,21.5
6/24/15,923,21.1
6/25/15,882,21.4
6/26/15,807,21.2
